UniqueID	GeneSymbol	Feature_Type	Matched	Name_in_KEGG	KEGG_ID	Similarity	Tie	Selected
Gene_6626	Tmbim4	Gene	Yes	Tmbim4	rno:362884	1.0	No	Yes
Gene_6627	Fam19a2	Gene	No	NA	NA	NA	NA	NA
Gene_6628	Usp15	Gene	Yes	Usp15	rno:171329	1.0	No	Yes
Gene_6629	Mon2	Gene	Yes	Mon2	rno:314894	1.0	No	Yes
Gene_6630	Ppm1h	Gene	Yes	Ppm1h	rno:314897	1.0	No	Yes
Gene_6631	Slc16a7	Gene	Yes	Slc16a7	rno:29735	1.0	No	Yes
Gene_6632	Lrig3	Gene	Yes	Lrig3	rno:299830	1.0	No	Yes
Gene_6633	Atp23	Gene	Yes	Atp23	rno:299828	1.0	No	Yes
Gene_6634	Ctdsp2	Gene	Yes	Ctdsp2	rno:100365370	1.0	No	Yes
Gene_6635	Avil	Gene	Yes	Avil	rno:79253	1.0	No	Yes
Gene_6636	Tsfm	Gene	Yes	Tsfm	rno:679068	1.0	No	Yes
Gene_6637	Mettl1	Gene	Yes	Mettl1	rno:679091	1.0	No	Yes
Gene_6638	AABR07057423.1	Gene	No	NA	NA	NA	NA	NA
Gene_6639	Cdk4	Gene	Yes	Cdk4	rno:94201	1.0	No	Yes
Gene_6640	Tspan31	Gene	Yes	Tspan31	rno:362890	1.0	No	Yes
Gene_6641	Agap2	Gene	Yes	Agap2	rno:65218	1.0	No	Yes
Gene_6642	Os9	Gene	Yes	Os9	rno:362891	1.0	No	Yes
Gene_6643	B4galnt1	Gene	Yes	B4galnt1	rno:64828	1.0	No	Yes
Gene_6644	Slc26a10	Gene	Yes	Slc26a10	rno:366909	1.0	No	Yes
Gene_6645	Arhgef25	Gene	Yes	Arhgef25	rno:314904	1.0	No	Yes
Gene_6646	Dtx3	Gene	Yes	Dtx3	rno:500847	1.0	No	Yes
Gene_6647	Pip4k2c	Gene	Yes	Pip4k2c	rno:140607	1.0	No	Yes
Gene_6648	Kif5a	Gene	Yes	Kif5a	rno:314906	1.0	No	Yes
Gene_6649	Dctn2	Gene	Yes	Dctn2	rno:299850	1.0	No	Yes
Gene_6650	Mbd6	Gene	Yes	Mbd6	rno:362892	1.0	No	Yes
Gene_6651	Ddit3	Gene	Yes	Ddit3	rno:29467	1.0	No	Yes
Gene_6652	Mars	Gene	Yes	Mars1	rno:299851	0.89	No	Yes
Gene_6653	Arhgap9	Gene	Yes	Arhgap9	rno:362893	1.0	No	Yes
Gene_6654	Gli1	Gene	Yes	Gli1	rno:140589	1.0	No	Yes
Gene_6655	R3hdm2	Gene	Yes	R3hdm2	rno:362894	1.0	No	Yes
Gene_6656	Ndufa4l2	Gene	Yes	Ndufa4l2	rno:100362331	1.0	No	Yes
Gene_6657	Shmt2	Gene	Yes	Shmt2	rno:299857	1.0	No	Yes
Gene_6658	Nxph4	Gene	Yes	Nxph4	rno:59316	1.0	No	Yes
Gene_6659	Lrp1	Gene	Yes	Lrp1	rno:299858	1.0	No	Yes
Gene_6660	Stat6	Gene	Yes	Stat6	rno:362896	1.0	No	Yes
Gene_6661	Nab2	Gene	Yes	Nab2	rno:314910	1.0	No	Yes
Gene_6662	Rdh16	Gene	Yes	Rdh16	rno:299511	1.0	No	Yes
Gene_6663	Nemp1	Gene	Yes	Nemp1	rno:679504	1.0	No	Yes
Gene_6664	Zbtb39	Gene	Yes	Zbtb39	rno:299510	1.0	No	Yes
Gene_6665	Gpr182	Gene	Yes	Gpr182	rno:29307	1.0	No	Yes
Gene_6666	Sdr9c7	Gene	Yes	Sdr9c7	rno:259235	1.0	No	Yes
Gene_6667	Uqcrb	Gene	Yes	Uqcrb	rno:362897	1.0	No	Yes
Gene_6668	Mterf3	Gene	Yes	Mterf3	rno:299514	1.0	No	Yes
Gene_6669	Ptdss1	Gene	Yes	Ptdss1	rno:314553	1.0	No	Yes
Gene_6670	Sdc2	Gene	Yes	Sdc2	rno:25615	1.0	No	Yes
Gene_6671	Cpq	Gene	Yes	Cpq	rno:58952	1.0	No	Yes
Gene_6672	Tspyl5	Gene	Yes	Tspyl5	rno:314555	1.0	No	Yes
Gene_6673	Mtdh	Gene	Yes	Mtdh	rno:170910	1.0	No	Yes
Gene_6674	Laptm4b	Gene	Yes	Laptm4b	rno:315047	1.0	No	Yes
Gene_6675	Matn2	Gene	Yes	Matn2	rno:299996	1.0	No	Yes
Gene_6676	Rpl30	Gene	Yes	Rpl30	rno:64640	1.0	No	Yes
Gene_6677	Rida	Gene	Yes	Rida	rno:65151	1.0	No	Yes
Gene_6678	Pop1	Gene	Yes	Pop1	rno:315045	1.0	No	Yes
Gene_6679	Nipal2	Gene	Yes	Nipal2	rno:362899	1.0	No	Yes
Gene_6680	Kcns2	Gene	Yes	Kcns2	rno:66022	1.0	No	Yes
Gene_6681	Stk3	Gene	Yes	Stk3	rno:65189	1.0	No	Yes
Gene_6682	LOC680989	Gene	No	NA	NA	NA	NA	NA
Gene_6683	AABR07057495.1	Gene	No	NA	NA	NA	NA	NA
Gene_6684	Cox6c	Gene	Yes	Cox6c	rno:54322	1.0	No	Yes
Gene_6685	Rgs22	Gene	Yes	Rgs22	rno:500853	1.0	No	Yes
Gene_6686	Polr2k	Gene	Yes	Polr2k	rno:100361574	1.0	No	Yes
Gene_6687	Spag1	Gene	Yes	Spag1	rno:315033	1.0	No	Yes
Gene_6688	Rnf19a	Gene	Yes	Rnf19a	rno:362900	1.0	No	Yes
Gene_6689	Ankrd46	Gene	Yes	Ankrd46	rno:299982	1.0	No	Yes
Gene_6690	Pabpc1	Gene	Yes	Pabpc1	rno:171350	1.0	No	Yes
Gene_6691	Ywhaz	Gene	Yes	Ywhaz	rno:25578	1.0	No	Yes
Gene_6692	Zfp706	Gene	Yes	Zfp706	rno:500855	1.0	No	Yes
Gene_6693	LOC102555534	Gene	No	NA	NA	NA	NA	NA
Gene_6694	Ncald	Gene	Yes	Ncald	rno:553106	1.0	No	Yes
Gene_6695	Rrm2b	Gene	Yes	Rrm2b	rno:299976	1.0	No	Yes
Gene_6696	Ubr5	Gene	Yes	Ubr5	rno:117060	1.0	No	Yes
Gene_6697	Klf10	Gene	Yes	Klf10	rno:81813	1.0	No	Yes
Gene_6698	Azin1	Gene	Yes	Azin1	rno:58961	1.0	No	Yes
Gene_6699	Atp6v1c1	Gene	Yes	Atp6v1c1	rno:299971	1.0	No	Yes
Gene_6700	Baalc	Gene	Yes	Baalc	rno:140720	1.0	No	Yes
Gene_6701	Fzd6	Gene	Yes	Fzd6	rno:282581	1.0	No	Yes
Gene_6702	Slc25a32	Gene	Yes	Slc25a32	rno:315023	1.0	No	Yes
Gene_6703	Dcaf13	Gene	Yes	Dcaf13	rno:362902	1.0	No	Yes
Gene_6704	Rims2	Gene	Yes	Rims2	rno:116839	1.0	No	Yes
Gene_6705	Lrp12	Gene	Yes	Lrp12	rno:314941	1.0	No	Yes
Gene_6706	Zfpm2	Gene	Yes	Zfpm2	rno:314930	1.0	No	Yes
Gene_6707	Oxr1	Gene	Yes	Oxr1	rno:117520	1.0	No	Yes
Gene_6708	Angpt1	Gene	Yes	Angpt1	rno:89807	1.0	No	Yes
Gene_6709	Rspo2	Gene	Yes	Rspo2	rno:500863	1.0	No	Yes
Gene_6710	Emc2	Gene	Yes	Emc2	rno:362905	1.0	No	Yes
Gene_6711	Tmem74	Gene	Yes	Tmem74	rno:500864	1.0	No	Yes
Gene_6712	Nudcd1	Gene	Yes	Nudcd1	rno:362906	1.0	No	Yes
Gene_6713	Eny2	Gene	Yes	Eny2	rno:685258	1.0	No	Yes
Gene_6714	Pkhd1l1	Gene	Yes	Pkhd1l1	rno:314917	1.0	No	Yes
Gene_6715	Ebag9	Gene	Yes	Ebag9	rno:299864	1.0	No	Yes
Gene_6716	Sybu	Gene	Yes	Sybu	rno:500865	1.0	No	Yes
Gene_6717	AABR07057678.1	Gene	No	NA	NA	NA	NA	NA
Gene_6718	Kcnv1	Gene	Yes	Kcnv1	rno:60326	1.0	No	Yes
Gene_6719	AABR07057765.1	Gene	No	NA	NA	NA	NA	NA
Gene_6720	Trps1	Gene	Yes	Trps1	rno:299897	1.0	No	Yes
Gene_6721	Utp23	Gene	Yes	Utp23	rno:299900	1.0	No	Yes
Gene_6722	Rad21	Gene	Yes	Rad21	rno:314949	1.0	No	Yes
Gene_6723	Aard	Gene	Yes	Aard	rno:246323	1.0	No	Yes
Gene_6724	Med30	Gene	Yes	Med30	rno:299905	1.0	No	Yes
Gene_6725	Ext1	Gene	Yes	Ext1	rno:299907	1.0	No	Yes
Gene_6726	Samd12	Gene	Yes	Samd12	rno:362910	1.0	No	Yes
Gene_6727	Tnfrsf11b	Gene	Yes	Tnfrsf11b	rno:25341	1.0	No	Yes
Gene_6728	Mal2	Gene	Yes	Mal2	rno:362911	1.0	No	Yes
Gene_6729	Nov	Gene	Yes	Nova1	rno:298992	0.75	Yes	Yes
Gene_6729	Nov	Gene	Yes	Nova2	rno:292681	0.75	Yes	No
Gene_6730	Enpp2	Gene	Yes	Enpp2	rno:84050	1.0	No	Yes
Gene_6731	Taf2	Gene	Yes	Taf2	rno:170844	1.0	No	Yes
Gene_6732	Dscc1	Gene	Yes	Dscc1	rno:299933	1.0	No	Yes
Gene_6733	H3f3c	Gene	Yes	H3f3c	rno:100360868	1.0	No	Yes
Gene_6734	Deptor	Gene	Yes	Deptor	rno:314979	1.0	No	Yes
Gene_6735	Col14a1	Gene	Yes	Col14a1	rno:314981	1.0	No	Yes
Gene_6736	Mrpl13	Gene	Yes	Mrpl13	rno:299938	1.0	No	Yes
Gene_6737	Mtbp	Gene	Yes	Mtbp	rno:500870	1.0	No	Yes
Gene_6738	Sntb1	Gene	Yes	Sntb1	rno:299940	1.0	No	Yes
Gene_6739	Zhx2	Gene	Yes	Zhx2	rno:314988	1.0	No	Yes
Gene_6740	Derl1	Gene	Yes	Derl1	rno:362912	1.0	No	Yes
Gene_6741	Tbc1d31	Gene	Yes	Tbc1d31	rno:299949	1.0	No	Yes
Gene_6742	RGD1310852	Gene	Yes	RGD1310852	rno:314992	1.0	No	Yes
Gene_6743	Zhx1	Gene	Yes	Zhx1	rno:171159	1.0	No	Yes
Gene_6744	Wdyhv1	Gene	No	NA	NA	NA	NA	NA
Gene_6745	Atad2	Gene	Yes	Atad2	rno:314993	1.0	No	Yes
Gene_6746	Fbxo32	Gene	Yes	Fbxo32	rno:171043	1.0	No	Yes
Gene_6747	Fam91a1	Gene	Yes	Fam91a1	rno:689997	1.0	No	Yes
Gene_6748	Tmem65	Gene	Yes	Tmem65	rno:500874	1.0	No	Yes
Gene_6749	Trmt12	Gene	Yes	Trmt12	rno:314999	1.0	No	Yes
Gene_6750	Rnf139	Gene	Yes	Rnf139	rno:315000	1.0	No	Yes
Gene_6751	Tatdn1	Gene	Yes	Tatdn1	rno:690068	1.0	No	Yes
Gene_6752	Ndufb9	Gene	Yes	Ndufb9	rno:299954	1.0	No	Yes
Gene_6753	Mtss1	Gene	Yes	Mtss1	rno:362918	1.0	No	Yes
Gene_6754	Sqle	Gene	Yes	Sqle	rno:29230	1.0	No	Yes
Gene_6755	Washc5	Gene	Yes	Washc5	rno:362919	1.0	No	Yes
Gene_6756	Nsmce2	Gene	Yes	Nsmce2	rno:299957	1.0	No	Yes
Gene_6757	Trib1	Gene	Yes	Trib1	rno:78969	1.0	No	Yes
Gene_6758	Myc	Gene	Yes	Myc	rno:24577	1.0	No	Yes
Gene_6759	Fam49b	Gene	No	NA	NA	NA	NA	NA
Gene_6760	Asap1	Gene	Yes	Asap1	rno:314961	1.0	No	Yes
Gene_6761	Adcy8	Gene	Yes	Adcy8	rno:29241	1.0	No	Yes
Gene_6762	Efr3a	Gene	Yes	Efr3a	rno:362923	1.0	No	Yes
Gene_6763	Kcnq3	Gene	Yes	Kcnq3	rno:29682	1.0	No	Yes
Gene_6764	Phf20l1	Gene	Yes	Phf20l1	rno:314964	1.0	No	Yes
Gene_6765	Sla	Gene	Yes	Sla	rno:338477	1.0	No	Yes
Gene_6766	Wisp1	Gene	No	NA	NA	NA	NA	NA
Gene_6767	Ndrg1	Gene	Yes	Ndrg1	rno:299923	1.0	No	Yes
Gene_6768	St3gal1	Gene	Yes	St3gal1	rno:362924	1.0	No	Yes
Gene_6769	Phf20l1	Gene	Yes	Phf20l1	rno:314964	1.0	No	Yes
Gene_6770	Zfat	Gene	Yes	Zfat	rno:362925	1.0	No	Yes
Gene_6771	Khdrbs3	Gene	Yes	Khdrbs3	rno:64015	1.0	No	Yes
Gene_6772	Fam135b	Gene	Yes	Fam135b	rno:315069	1.0	No	Yes
Gene_6773	Trappc9	Gene	Yes	Trappc9	rno:315059	1.0	No	Yes
Gene_6774	Kcnk9	Gene	Yes	Kcnk9	rno:84429	1.0	No	Yes
Gene_6775	Chrac1	Gene	Yes	Chrac1	rno:315058	1.0	No	Yes
Gene_6776	Ago2	Gene	Yes	Ago2	rno:59117	1.0	No	Yes
Gene_6777	Ptk2	Gene	Yes	Ptk2	rno:25614	1.0	No	Yes
Gene_6778	Dennd3	Gene	Yes	Dennd3	rno:315055	1.0	No	Yes
Gene_6779	Slc45a4	Gene	Yes	Slc45a4	rno:315054	1.0	No	Yes
Gene_6780	Ptp4a3	Gene	Yes	Ptp4a3	rno:362930	1.0	No	Yes
Gene_6781	AABR07058412.1	Gene	No	NA	NA	NA	NA	NA
Gene_6782	AABR07058422.1	Gene	No	NA	NA	NA	NA	NA
Gene_6783	Arc	Gene	Yes	Arc	rno:54323	1.0	No	Yes
Gene_6784	Jrk	Gene	Yes	Jrk	rno:315073	1.0	No	Yes
Gene_6785	Them6	Gene	Yes	Them6	rno:300015	1.0	No	Yes
Gene_6786	Lynx1	Gene	Yes	Lynx1	rno:300018	1.0	No	Yes
Gene_6787	Ly6e	Gene	Yes	Ly6e	rno:362934	1.0	No	Yes
Gene_6788	Ly6h	Gene	Yes	Ly6h	rno:300025	1.0	No	Yes
Gene_6789	Zfp41	Gene	Yes	Zfp41	rno:100910508	1.0	No	Yes
Gene_6790	Gli4	Gene	Yes	Gli4	rno:500893	1.0	No	Yes
Gene_6791	Top1mt	Gene	Yes	Top1mt	rno:300029	1.0	No	Yes
Gene_6792	Rhpn1	Gene	Yes	Rhpn1	rno:300030	1.0	No	Yes
Gene_6793	Zc3h3	Gene	Yes	Zc3h3	rno:300032	1.0	No	Yes
Gene_6794	Gsdmd	Gene	Yes	Gsdmd	rno:315084	1.0	No	Yes
Gene_6795	Naprt	Gene	Yes	Naprt	rno:315085	1.0	No	Yes
Gene_6796	Eef1d	Gene	Yes	Eef1d	rno:300033	1.0	No	Yes
Gene_6797	Tigd5	Gene	Yes	Tigd5	rno:300034	1.0	No	Yes
Gene_6798	Pycr3	Gene	Yes	Pycr3	rno:300035	1.0	No	Yes
Gene_6799	Tsta3	Gene	No	NA	NA	NA	NA	NA
Gene_6800	Zfp623	Gene	Yes	Zfp623	rno:102547932	1.0	No	Yes
Gene_6801	Zfp707	Gene	Yes	Zfp707	rno:315088	1.0	No	Yes
Gene_6802	RGD1311188	Gene	No	NA	NA	NA	NA	NA
Gene_6803	Mapk15	Gene	Yes	Mapk15	rno:286997	1.0	No	Yes
Gene_6804	Fam83h	Gene	Yes	Fam83h	rno:362937	1.0	No	Yes
Gene_6805	Scrib	Gene	Yes	Scrib	rno:362938	1.0	No	Yes
Gene_6806	Puf60	Gene	Yes	Puf60	rno:84401	1.0	No	Yes
Gene_6807	Nrbp2	Gene	Yes	Nrbp2	rno:680451	1.0	No	Yes
Gene_6808	LOC680875	Gene	Yes	uncharacterized protein LOC680875 isoform X1	rno:680875	0.34	No	Yes
Gene_6809	Plec	Gene	Yes	Plec	rno:64204	1.0	No	Yes
Gene_6810	Parp10	Gene	Yes	Parp10	rno:102548778	1.0	No	Yes
Gene_6811	Grina	Gene	Yes	Grina	rno:266668	1.0	No	Yes
Gene_6812	Oplah	Gene	Yes	Oplah	rno:116684	1.0	No	Yes
Gene_6813	Exosc4	Gene	Yes	Exosc4	rno:300045	1.0	No	Yes
Gene_6814	Gpaa1	Gene	Yes	Gpaa1	rno:300046	1.0	No	Yes
Gene_6815	Cyc1	Gene	Yes	Cyc1	rno:300047	1.0	No	Yes
Gene_6816	Sharpin	Gene	Yes	sharpin	rno:81859	0.9	No	Yes
Gene_6817	Maf1	Gene	Yes	Maf1	rno:315093	1.0	No	Yes
Gene_6818	Wdr97	Gene	Yes	Wdr97	rno:500896	1.0	No	Yes
Gene_6819	Hgh1	Gene	Yes	Hgh1	rno:315094	1.0	No	Yes
Gene_6820	Mroh1	Gene	Yes	Mroh1	rno:100125385	1.0	No	Yes
Gene_6821	Bop1	Gene	Yes	Bop1	rno:300050	1.0	No	Yes
Gene_6822	Scx	Gene	Yes	Scx	rno:680712	1.0	No	Yes
Gene_6823	Hsf1	Gene	Yes	Hsf1	rno:79245	1.0	No	Yes
Gene_6824	Dgat1	Gene	Yes	Dgat1	rno:84497	1.0	No	Yes
Gene_6825	Scrt1	Gene	Yes	Scrt1	rno:366951	1.0	No	Yes
Gene_6826	Fbxl6	Gene	Yes	Fbxl6	rno:362941	1.0	No	Yes
Gene_6827	Slc52a2	Gene	Yes	Slc52a2	rno:362942	1.0	No	Yes
Gene_6828	Adck5	Gene	Yes	Adck5	rno:362943	1.0	No	Yes
Gene_6829	Cpsf1	Gene	Yes	Cpsf1	rno:366952	1.0	No	Yes
Gene_6830	Vps28	Gene	Yes	Vps28	rno:300052	1.0	No	Yes
Gene_6831	Tonsl	Gene	Yes	Tonsl	rno:366953	1.0	No	Yes
Gene_6832	Cyhr1	Gene	Yes	Cyhr1	rno:100362155	1.0	No	Yes
Gene_6833	Kifc2	Gene	Yes	Kifc2	rno:300053	1.0	No	Yes
Gene_6834	Ppp1r16a	Gene	Yes	Ppp1r16a	rno:362944	1.0	No	Yes
Gene_6835	Gpt	Gene	Yes	Gpt	rno:81670	1.0	No	Yes
Gene_6836	Recql4	Gene	Yes	Recql4	rno:300057	1.0	No	Yes
Gene_6837	Mfsd3	Gene	Yes	Mfsd3	rno:500899	1.0	No	Yes
Gene_6838	Lrrc14	Gene	Yes	Lrrc14	rno:500900	1.0	No	Yes
Gene_6839	Lrrc24	Gene	Yes	Lrrc24	rno:362945	1.0	No	Yes
Gene_6840	MGC94207	Gene	Yes	MGC94207	rno:362946	1.0	No	Yes
Gene_6841	Arhgap39	Gene	Yes	Arhgap39	rno:500901	1.0	No	Yes
Gene_6842	Zfp251	Gene	Yes	Zfp251	rno:366954	1.0	No	Yes
Gene_6843	LOC681282	Gene	No	NA	NA	NA	NA	NA
Gene_6844	Rbfox2	Gene	Yes	Rbfox2	rno:362950	1.0	No	Yes
Gene_6845	AABR07058464.1	Gene	No	NA	NA	NA	NA	NA
Gene_6846	Apol3	Gene	Yes	Apol3	rno:315108	1.0	No	Yes
Gene_6847	Apol9a	Gene	Yes	Apol9a	rno:503164	1.0	No	Yes
Gene_6848	Myh9	Gene	Yes	Myh9	rno:25745	1.0	No	Yes
Gene_6849	Txn2	Gene	Yes	Txn2	rno:79462	1.0	No	Yes
Gene_6850	Foxred2	Gene	Yes	Foxred2	rno:315112	1.0	No	Yes
Gene_6851	Eif3d	Gene	Yes	Eif3d	rno:362952	1.0	No	Yes
Gene_6852	Cacng2	Gene	Yes	Cacng2	rno:84347	1.0	No	Yes
Gene_6853	Ift27	Gene	Yes	Ift27	rno:300062	1.0	No	Yes
Gene_6854	Pvalb	Gene	Yes	Pvalb	rno:25269	1.0	No	Yes
Gene_6855	Csf2rb	Gene	Yes	Csf2rb	rno:171081	1.0	No	Yes
Gene_6856	Tst	Gene	Yes	Tst	rno:25274	1.0	No	Yes
Gene_6857	Mpst	Gene	Yes	Mpst	rno:192172	1.0	No	Yes
Gene_6858	Kctd17	Gene	Yes	Kctd17	rno:300317	1.0	No	Yes
Gene_6859	C1qtnf6	Gene	Yes	C1qtnf6	rno:315114	1.0	No	Yes
Gene_6860	Sstr3	Gene	Yes	Sstr3	rno:171044	1.0	No	Yes
Gene_6861	Rac2	Gene	Yes	Rac2	rno:366957	1.0	No	Yes
Gene_6862	Cyth4	Gene	Yes	Cyth4	rno:500906	1.0	No	Yes
Gene_6863	Elfn2	Gene	Yes	Elfn2	rno:100910536	1.0	No	Yes
Gene_6864	Mfng	Gene	Yes	Mfng	rno:315119	1.0	No	Yes
Gene_6865	Card10	Gene	Yes	Card10	rno:315120	1.0	No	Yes
Gene_6866	Cdc42ep1	Gene	Yes	Cdc42ep1	rno:315121	1.0	No	Yes
Gene_6867	Gga1	Gene	Yes	Gga1	rno:300066	1.0	No	Yes
Gene_6868	Sh3bp1	Gene	Yes	Sh3bp1	rno:300067	1.0	No	Yes
Gene_6869	Pdxp	Gene	Yes	Pdxp	rno:727679	1.0	No	Yes
Gene_6870	Lgals1	Gene	Yes	Lgals1	rno:56646	1.0	No	Yes
Gene_6871	Nol12	Gene	Yes	Nol12	rno:362955	1.0	No	Yes
Gene_6872	Triobp	Gene	Yes	Triobp	rno:362956	1.0	No	Yes
Gene_6873	Gcat	Gene	Yes	Gcat	rno:366959	1.0	No	Yes
Gene_6874	Ankrd54	Gene	Yes	Ankrd54	rno:362957	1.0	No	Yes
Gene_6875	Eif3l	Gene	Yes	Eif3l	rno:300069	1.0	No	Yes
Gene_6876	Micall1	Gene	Yes	Micall1	rno:362958	1.0	No	Yes
Gene_6877	RGD1359634	Gene	Yes	RGD1359634	rno:315126	1.0	No	Yes
Gene_6878	Polr2f	Gene	Yes	Polr2f	rno:83503	1.0	No	Yes
Gene_6879	Sox10	Gene	Yes	Sox10	rno:29361	1.0	No	Yes
Gene_6880	Pick1	Gene	Yes	Pick1	rno:84591	1.0	No	Yes
Gene_6881	Slc16a8	Gene	Yes	Slc16a8	rno:65200	1.0	No	Yes
Gene_6882	Pla2g6	Gene	Yes	Pla2g6	rno:360426	1.0	No	Yes
Gene_6883	Tmem184b	Gene	Yes	Tmem184b	rno:362959	1.0	No	Yes
Gene_6884	Csnk1e	Gene	Yes	Csnk1e	rno:58822	1.0	No	Yes
Gene_6885	Kdelr3	Gene	Yes	Kdelr3	rno:315131	1.0	No	Yes
Gene_6886	Ddx17	Gene	Yes	Ddx17	rno:315133	1.0	No	Yes
Gene_6887	Fam227a	Gene	Yes	Fam227a	rno:300074	1.0	No	Yes
Gene_6888	Cby1	Gene	Yes	Cby1	rno:246768	1.0	No	Yes
Gene_6889	Tomm22	Gene	Yes	Tomm22	rno:300075	1.0	No	Yes
Gene_6890	Josd1	Gene	Yes	Josd1	rno:315134	1.0	No	Yes
Gene_6891	Gtpbp1	Gene	Yes	Gtpbp1	rno:300077	1.0	No	Yes
Gene_6892	Sun2	Gene	Yes	Sun2	rno:315135	1.0	No	Yes
Gene_6893	Dnal4	Gene	Yes	Dnal4	rno:300078	1.0	No	Yes
Gene_6894	Nptxr	Gene	Yes	Nptxr	rno:81005	1.0	No	Yes
Gene_6895	Cbx6	Gene	Yes	Cbx6	rno:315136	1.0	No	Yes
Gene_6896	Cbx7	Gene	Yes	Cbx7	rno:362962	1.0	No	Yes
Gene_6897	Pdgfb	Gene	Yes	Pdgfb	rno:24628	1.0	No	Yes
Gene_6898	Rpl3	Gene	Yes	Rpl3	rno:300079	1.0	No	Yes
Gene_6899	Syngr1	Gene	Yes	Syngr1	rno:29205	1.0	No	Yes
Gene_6900	AC127784.2	Gene	No	NA	NA	NA	NA	NA
Gene_6901	Tab1	Gene	Yes	Tab1	rno:315139	1.0	No	Yes
Gene_6902	Mgat3	Gene	Yes	Mgat3	rno:29582	1.0	No	Yes
Gene_6903	Mief1	Gene	Yes	Mief1	rno:315141	1.0	No	Yes
Gene_6904	Atf4	Gene	Yes	Atf4	rno:79255	1.0	No	Yes
Gene_6905	Rps19bp1	Gene	Yes	Rps19bp1	rno:500907	1.0	No	Yes
Gene_6906	Cacna1i	Gene	Yes	Cacna1i	rno:56827	1.0	No	Yes
Gene_6907	Fam83f	Gene	Yes	Fam83f	rno:315145	1.0	No	Yes
Gene_6908	Tnrc6b	Gene	Yes	Tnrc6b	rno:192178	1.0	No	Yes
Gene_6909	Adsl	Gene	Yes	Adsl	rno:315150	1.0	No	Yes
Gene_6910	Srek1ip1	Gene	Yes	Srek1ip1	rno:361888	1.0	No	Yes
Gene_6911	Sgsm3	Gene	Yes	Sgsm3	rno:362963	1.0	No	Yes
Gene_6912	Mkl1	Gene	No	NA	NA	NA	NA	NA
Gene_6913	Slc25a17	Gene	Yes	Slc25a17	rno:300083	1.0	No	Yes
Gene_6914	St13	Gene	Yes	St13	rno:81800	1.0	No	Yes
Gene_6915	Xpnpep3	Gene	Yes	Xpnpep3	rno:685823	1.0	No	Yes
Gene_6916	Rbx1	Gene	Yes	Rbx1	rno:300084	1.0	No	Yes
Gene_6917	AABR07058539.1	Gene	No	NA	NA	NA	NA	NA
Gene_6918	L3mbtl2	Gene	Yes	L3mbtl2	rno:300320	1.0	No	Yes
Gene_6919	Chadl	Gene	Yes	Chadl	rno:100910434	1.0	No	Yes
Gene_6920	Rangap1	Gene	Yes	Rangap1	rno:362965	1.0	No	Yes
Gene_6921	Zc3h7b	Gene	Yes	Zc3h7b	rno:315158	1.0	No	Yes
Gene_6922	Tef	Gene	Yes	Tef	rno:29362	1.0	No	Yes
Gene_6923	Tob2	Gene	Yes	Tob2	rno:315159	1.0	No	Yes
Gene_6924	Phf5a	Gene	Yes	Phf5a	rno:192246	1.0	No	Yes
Gene_6925	Aco2	Gene	Yes	Aco2	rno:79250	1.0	No	Yes
Gene_6926	Polr3h	Gene	Yes	Polr3h	rno:300088	1.0	No	Yes
Gene_6927	Csdc2	Gene	Yes	Csdc2	rno:266600	1.0	No	Yes
Gene_6928	Pmm1	Gene	Yes	Pmm1	rno:300089	1.0	No	Yes
Gene_6929	Desi1	Gene	Yes	Desi1	rno:315160	1.0	No	Yes
Gene_6930	Xrcc6	Gene	Yes	Xrcc6	rno:25019	1.0	No	Yes
Gene_6931	Nhp2l1	Gene	No	NA	NA	NA	NA	NA
Gene_6932	Mei1	Gene	Yes	Mei1	rno:315162	1.0	No	Yes
Gene_6933	Ccdc134	Gene	Yes	Ccdc134	rno:500909	1.0	No	Yes
Gene_6934	Srebf2	Gene	Yes	Srebf2	rno:300095	1.0	No	Yes
Gene_6935	Shisa8	Gene	Yes	Shisa8	rno:315163	1.0	No	Yes
Gene_6936	Cenpm	Gene	Yes	Cenpm	rno:315164	1.0	No	Yes
Gene_6937	LOC688613	Gene	Yes	uncharacterized protein LOC688613	rno:688613	0.43	No	Yes
Gene_6938	LOC108351520	Gene	No	NA	NA	NA	NA	NA
Gene_6939	Sept3	Gene	No	NA	NA	NA	NA	NA
Gene_6940	Naga	Gene	Yes	Naga	rno:315165	1.0	No	Yes
Gene_6941	Smdt1	Gene	Yes	Smdt1	rno:315166	1.0	No	Yes
Gene_6942	Ndufa6	Gene	Yes	Ndufa6	rno:315167	1.0	No	Yes
Gene_6943	Cyp2d4	Gene	Yes	Cyp2d4	rno:171522	1.0	No	Yes
Gene_6944	Tcf20	Gene	Yes	Tcf20	rno:366964	1.0	No	Yes
Gene_6945	Nfam1	Gene	Yes	Nfam1	rno:362966	1.0	No	Yes
Gene_6946	Serhl2	Gene	Yes	Serhl2	rno:500911	1.0	No	Yes
Gene_6947	Rrp7a	Gene	Yes	Rrp7a	rno:362967	1.0	No	Yes
Gene_6948	Poldip3	Gene	Yes	Poldip3	rno:315170	1.0	No	Yes
Gene_6949	Cyb5r3	Gene	Yes	Cyb5r3	rno:25035	1.0	No	Yes
Gene_6950	Arfgap3	Gene	Yes	Arfgap3	rno:503165	1.0	No	Yes
Gene_6951	Pacsin2	Gene	Yes	Pacsin2	rno:124461	1.0	No	Yes
