UniqueID	Feature_Name	Feature_Type	KEGG_ID	Pathway_ID	Pathway_Name
Gene_664	Slc6a5	Gene	rno:171148	path:rno04721	Synaptic vesicle cycle
Gene_665	Nell1	Gene	rno:81733	NA	NA
Gene_666	Ano5	Gene	rno:308637	NA	NA
Gene_667	Slc17a6	Gene	rno:84487	path:rno04721	Synaptic vesicle cycle
Gene_667	Slc17a6	Gene	rno:84487	path:rno04723	Retrograde endocannabinoid signaling
Gene_667	Slc17a6	Gene	rno:84487	path:rno04724	Glutamatergic synapse
Gene_667	Slc17a6	Gene	rno:84487	path:rno05033	Nicotine addiction
Gene_668	Fancf	Gene	rno:499155	path:rno03460	Fanconi anemia pathway
Gene_669	Gas2	Gene	rno:499156	NA	NA
Gene_670	Svip	Gene	rno:499157	path:rno04141	Protein processing in endoplasmic reticulum
Gene_671	Luzp2	Gene	rno:100910839	NA	NA
Gene_672	Gabrg3	Gene	rno:79211	path:rno04080	Neuroactive ligand-receptor interaction
Gene_672	Gabrg3	Gene	rno:79211	path:rno04723	Retrograde endocannabinoid signaling
Gene_672	Gabrg3	Gene	rno:79211	path:rno04727	GABAergic synapse
Gene_672	Gabrg3	Gene	rno:79211	path:rno05032	Morphine addiction
Gene_672	Gabrg3	Gene	rno:79211	path:rno05033	Nicotine addiction
Gene_673	Gabrb3	Gene	rno:24922	path:rno04080	Neuroactive ligand-receptor interaction
Gene_673	Gabrb3	Gene	rno:24922	path:rno04723	Retrograde endocannabinoid signaling
Gene_673	Gabrb3	Gene	rno:24922	path:rno04726	Serotonergic synapse
Gene_673	Gabrb3	Gene	rno:24922	path:rno04727	GABAergic synapse
Gene_673	Gabrb3	Gene	rno:24922	path:rno05032	Morphine addiction
Gene_673	Gabrb3	Gene	rno:24922	path:rno05033	Nicotine addiction
Gene_674	Tubgcp5	Gene	rno:308663	NA	NA
Gene_675	Cyfip1	Gene	rno:308666	path:rno03013	RNA transport
Gene_675	Cyfip1	Gene	rno:308666	path:rno04810	Regulation of actin cytoskeleton
Gene_675	Cyfip1	Gene	rno:308666	path:rno05132	Salmonella infection
Gene_676	Nipa2	Gene	rno:308667	NA	NA
Gene_677	Nipa1	Gene	rno:308668	NA	NA
Gene_678	Herc2	Gene	rno:308669	path:rno04120	Ubiquitin mediated proteolysis
Gene_679	Atp10a	Gene	rno:365266	NA	NA
Gene_680	Bex1	Gene	rno:501625	NA	NA
Gene_680	LOC100912195	Gene	NA	NA	NA
Gene_681	Ube3a	Gene	rno:361585	path:rno04120	Ubiquitin mediated proteolysis
Gene_681	Ube3a	Gene	rno:361585	path:rno05165	Human papillomavirus infection
Gene_681	Ube3a	Gene	rno:361585	path:rno05203	Viral carcinogenesis
Gene_682	Ndn	Gene	rno:308690	NA	NA
Gene_683	Magel2	Gene	rno:679875	NA	NA
Gene_684	Chrna7	Gene	rno:25302	path:rno04020	Calcium signaling pathway
Gene_684	Chrna7	Gene	rno:25302	path:rno04080	Neuroactive ligand-receptor interaction
Gene_684	Chrna7	Gene	rno:25302	path:rno04725	Cholinergic synapse
Gene_684	Chrna7	Gene	rno:25302	path:rno05010	Alzheimer disease
Gene_684	Chrna7	Gene	rno:25302	path:rno05022	Pathways of neurodegeneration
Gene_684	Chrna7	Gene	rno:25302	path:rno05033	Nicotine addiction
Gene_684	Chrna7	Gene	rno:25302	path:rno05204	Chemical carcinogenesis
Gene_685	Otud7a	Gene	rno:309252	NA	NA
Gene_686	Klf13	Gene	rno:499171	NA	NA
Gene_687	Mtmr10	Gene	rno:309255	NA	NA
Gene_688	Fan1	Gene	rno:309256	path:rno03460	Fanconi anemia pathway
Gene_689	Mphosph10	Gene	rno:293828	path:rno03008	Ribosome biogenesis in eukaryotes
Gene_690	Mcee	Gene	rno:293829	path:rno00280	Valine, leucine and isoleucine degradation
Gene_690	Mcee	Gene	rno:293829	path:rno00630	Glyoxylate and dicarboxylate metabolism
Gene_690	Mcee	Gene	rno:293829	path:rno00640	Propanoate metabolism
Gene_690	Mcee	Gene	rno:293829	path:rno01100	Metabolic pathways
Gene_690	Mcee	Gene	rno:293829	path:rno01200	Carbon metabolism
Gene_691	Apba2	Gene	rno:83610	NA	NA
Gene_692	Fam189a1	Gene	rno:680344	NA	NA
Gene_693	AABR07004112.1	Gene	NA	NA	NA
Gene_694	Tjp1	Gene	rno:292994	path:rno04520	Adherens junction
Gene_694	Tjp1	Gene	rno:292994	path:rno04530	Tight junction
Gene_694	Tjp1	Gene	rno:292994	path:rno04540	Gap junction
Gene_695	Tarsl2	Gene	rno:308701	path:rno00970	Aminoacyl-tRNA biosynthesis
Gene_696	Tm2d3	Gene	rno:292995	NA	NA
Gene_697	Pcsk6	Gene	rno:25507	NA	NA
Gene_698	Snrpa1	Gene	rno:100361269	path:rno03040	Spliceosome
Gene_699	Selenos	Gene	rno:286900	path:rno04141	Protein processing in endoplasmic reticulum
Gene_700	Chsy1	Gene	rno:292999	path:rno00532	Glycosaminoglycan biosynthesis
Gene_700	Chsy1	Gene	rno:292999	path:rno01100	Metabolic pathways
Gene_701	Lrrk1	Gene	rno:308703	NA	NA
Gene_702	Asb7	Gene	rno:365277	NA	NA
Gene_703	Lins1	Gene	rno:308704	NA	NA
Gene_704	Lysmd4	Gene	rno:681647	NA	NA
Gene_705	Mef2a	Gene	rno:309957	path:rno04022	cGMP-PKG signaling pathway
Gene_705	Mef2a	Gene	rno:309957	path:rno04371	Apelin signaling pathway
Gene_705	Mef2a	Gene	rno:309957	path:rno04928	Parathyroid hormone synthesis, secretion and action
Gene_705	Mef2a	Gene	rno:309957	path:rno05418	Fluid shear stress and atherosclerosis
Gene_706	Lrrc28	Gene	rno:361588	NA	NA
Gene_707	Ttc23	Gene	rno:308708	NA	NA
Gene_708	Synm	Gene	rno:308709	NA	NA
Gene_709	Igf1r	Gene	rno:25718	path:rno01521	EGFR tyrosine kinase inhibitor resistance
Gene_709	Igf1r	Gene	rno:25718	path:rno01522	Endocrine resistance
Gene_709	Igf1r	Gene	rno:25718	path:rno04010	MAPK signaling pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04014	Ras signaling pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04015	Rap1 signaling pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04066	HIF-1 signaling pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04068	FoxO signaling pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04114	Oocyte meiosis
Gene_709	Igf1r	Gene	rno:25718	path:rno04140	Autophagy
Gene_709	Igf1r	Gene	rno:25718	path:rno04144	Endocytosis
Gene_709	Igf1r	Gene	rno:25718	path:rno04150	mTOR signaling pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04151	PI3K-Akt signaling pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04152	AMPK signaling pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04211	Longevity regulating pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04213	Longevity regulating pathway
Gene_709	Igf1r	Gene	rno:25718	path:rno04510	Focal adhesion
Gene_709	Igf1r	Gene	rno:25718	path:rno04520	Adherens junction
Gene_709	Igf1r	Gene	rno:25718	path:rno04550	Signaling pathways regulating pluripotency of stem cells
Gene_709	Igf1r	Gene	rno:25718	path:rno04730	Long-term depression
Gene_709	Igf1r	Gene	rno:25718	path:rno04913	Ovarian steroidogenesis
Gene_709	Igf1r	Gene	rno:25718	path:rno04914	Progesterone-mediated oocyte maturation
Gene_709	Igf1r	Gene	rno:25718	path:rno05200	Pathways in cancer
Gene_709	Igf1r	Gene	rno:25718	path:rno05202	Transcriptional misregulation in cancer
Gene_709	Igf1r	Gene	rno:25718	path:rno05205	Proteoglycans in cancer
Gene_709	Igf1r	Gene	rno:25718	path:rno05214	Glioma
Gene_709	Igf1r	Gene	rno:25718	path:rno05215	Prostate cancer
Gene_709	Igf1r	Gene	rno:25718	path:rno05218	Melanoma
Gene_709	Igf1r	Gene	rno:25718	path:rno05224	Breast cancer
Gene_709	Igf1r	Gene	rno:25718	path:rno05225	Hepatocellular carcinoma
Gene_710	Arrdc4	Gene	rno:293019	NA	NA
Gene_711	Nr2f2	Gene	rno:113984	NA	NA
Gene_712	Mctp2	Gene	rno:308742	NA	NA
Gene_713	Rgma	Gene	rno:308739	path:rno04350	TGF-beta signaling pathway
Gene_713	Rgma	Gene	rno:308739	path:rno04360	Axon guidance
Gene_714	Chd2	Gene	rno:308738	NA	NA
Gene_715	LOC108349594	Gene	rno:108349594	NA	NA
Gene_716	AABR07004269.3	Gene	NA	NA	NA
Gene_717	Fam174b	Gene	rno:681398	NA	NA
Gene_718	AABR07004272.1	Gene	NA	NA	NA
Gene_719	Slco3a1	Gene	rno:140915	NA	NA
Gene_720	Sv2b	Gene	rno:117556	path:rno04512	ECM-receptor interaction
Gene_721	Akap13	Gene	rno:293024	path:rno04928	Parathyroid hormone synthesis, secretion and action
Gene_721	Akap13	Gene	rno:293024	path:rno05163	Human cytomegalovirus infection
Gene_722	Klhl25	Gene	rno:293023	NA	NA
Gene_723	Ntrk3	Gene	rno:29613	path:rno04020	Calcium signaling pathway
Gene_723	Ntrk3	Gene	rno:29613	path:rno04722	Neurotrophin signaling pathway
Gene_723	Ntrk3	Gene	rno:29613	path:rno05230	Central carbon metabolism in cancer
Gene_724	Mrpl46	Gene	rno:293054	NA	NA
Gene_725	Mrps11	Gene	rno:499185	path:rno03010	Ribosome
Gene_726	Det1	Gene	rno:308775	path:rno04120	Ubiquitin mediated proteolysis
Gene_727	Aen	Gene	rno:361594	NA	NA
Gene_728	Acan	Gene	rno:58968	NA	NA
Gene_729	Mfge8	Gene	rno:25277	NA	NA
Gene_730	Abhd2	Gene	rno:293050	NA	NA
Gene_731	Rlbp1	Gene	rno:293049	NA	NA
Gene_732	Fanci	Gene	rno:100360594	path:rno03460	Fanconi anemia pathway
Gene_733	Polg	Gene	rno:85472	NA	NA
Gene_734	LOC691427	Gene	NA	NA	NA
Gene_735	Ticrr	Gene	rno:308768	NA	NA
Gene_736	Kif7	Gene	rno:293047	path:rno04340	Hedgehog signaling pathway
Gene_736	Kif7	Gene	rno:293047	path:rno05200	Pathways in cancer
Gene_736	Kif7	Gene	rno:293047	path:rno05217	Basal cell carcinoma
Gene_737	Pex11a	Gene	rno:85249	path:rno04146	Peroxisome
Gene_738	Anpep	Gene	rno:81641	path:rno00480	Glutathione metabolism
Gene_738	Anpep	Gene	rno:81641	path:rno01100	Metabolic pathways
Gene_738	Anpep	Gene	rno:81641	path:rno04614	Renin-angiotensin system
Gene_738	Anpep	Gene	rno:81641	path:rno04640	Hematopoietic cell lineage
Gene_739	Ap3s2	Gene	rno:683402	path:rno04142	Lysosome
Gene_740	Arpin	Gene	rno:308765	NA	NA
Gene_741	Zfp710	Gene	rno:293044	NA	NA
Gene_742	Idh2	Gene	rno:361596	path:rno00020	Citrate cycle (TCA cycle)
Gene_742	Idh2	Gene	rno:361596	path:rno00480	Glutathione metabolism
Gene_742	Idh2	Gene	rno:361596	path:rno01100	Metabolic pathways
Gene_742	Idh2	Gene	rno:361596	path:rno01200	Carbon metabolism
Gene_742	Idh2	Gene	rno:361596	path:rno01210	2-Oxocarboxylic acid metabolism
Gene_742	Idh2	Gene	rno:361596	path:rno01230	Biosynthesis of amino acids
Gene_742	Idh2	Gene	rno:361596	path:rno04146	Peroxisome
Gene_742	Idh2	Gene	rno:361596	path:rno05230	Central carbon metabolism in cancer
Gene_743	Sema4b	Gene	rno:293042	path:rno04360	Axon guidance
Gene_744	Cib1	Gene	rno:81823	NA	NA
Gene_745	AC114460.1	Gene	NA	NA	NA
Gene_746	Ttll13	Gene	rno:308762	NA	NA
Gene_747	Ngrn	Gene	rno:499191	NA	NA
Gene_748	Vps33b	Gene	rno:64060	NA	NA
Gene_749	Prc1	Gene	rno:308761	NA	NA
Gene_750	Rccd1	Gene	rno:308760	NA	NA
Gene_751	Unc45a	Gene	rno:308759	NA	NA
Gene_752	Hddc3	Gene	rno:308758	path:rno00230	Purine metabolism
Gene_752	Hddc3	Gene	rno:308758	path:rno01100	Metabolic pathways
Gene_753	Man2a2	Gene	rno:308757	path:rno00510	N-Glycan biosynthesis
Gene_753	Man2a2	Gene	rno:308757	path:rno00513	Various types of N-glycan biosynthesis
Gene_753	Man2a2	Gene	rno:308757	path:rno01100	Metabolic pathways
Gene_754	Fes	Gene	rno:361597	path:rno04360	Axon guidance
Gene_755	Furin	Gene	rno:54281	NA	NA
Gene_756	Blm	Gene	rno:308755	path:rno03440	Homologous recombination
Gene_756	Blm	Gene	rno:308755	path:rno03460	Fanconi anemia pathway
Gene_757	Crtc3	Gene	rno:365297	path:rno05166	Human T-cell leukemia virus 1 infection
Gene_758	Iqgap1	Gene	rno:361598	path:rno04520	Adherens junction
Gene_758	Iqgap1	Gene	rno:361598	path:rno04810	Regulation of actin cytoskeleton
Gene_758	Iqgap1	Gene	rno:361598	path:rno05205	Proteoglycans in cancer
Gene_759	Zscan2	Gene	rno:683603	NA	NA
Gene_760	Wdr73	Gene	rno:308751	NA	NA
Gene_761	Nmb	Gene	rno:499194	path:rno04080	Neuroactive ligand-receptor interaction
Gene_762	Sec11a	Gene	rno:65166	path:rno03060	Protein export
Gene_763	Zfp592	Gene	rno:293038	NA	NA
Gene_764	Pde8a	Gene	rno:308776	path:rno00230	Purine metabolism
Gene_764	Pde8a	Gene	rno:308776	path:rno01100	Metabolic pathways
Gene_764	Pde8a	Gene	rno:308776	path:rno04927	Cortisol synthesis and secretion
Gene_764	Pde8a	Gene	rno:308776	path:rno04934	Cushing syndrome
Gene_764	Pde8a	Gene	rno:308776	path:rno05032	Morphine addiction
Gene_765	Rps17	Gene	rno:29286	path:rno03010	Ribosome
Gene_765	Rps17	Gene	rno:29286	path:rno05171	Coronavirus disease
Gene_766	Cpeb1	Gene	rno:293056	path:rno04114	Oocyte meiosis
Gene_766	Cpeb1	Gene	rno:293056	path:rno04914	Progesterone-mediated oocyte maturation
Gene_767	Ap3b2	Gene	rno:308777	path:rno04142	Lysosome
Gene_768	Whamm	Gene	rno:293057	path:rno04530	Tight junction
Gene_769	Homer2	Gene	rno:29547	path:rno04068	FoxO signaling pathway
Gene_769	Homer2	Gene	rno:29547	path:rno04724	Glutamatergic synapse
Gene_770	Rammet	Gene	NA	NA	NA
Gene_771	LOC100363116	Gene	rno:100363116	NA	NA
Gene_771	RGD1305713	Gene	rno:293059	NA	NA
Gene_772	Btbd1	Gene	rno:293060	NA	NA
Gene_773	Tm6sf1	Gene	rno:361600	NA	NA
Gene_774	Hdgfl3	Gene	NA	NA	NA
Gene_775	Sh3gl3	Gene	rno:81921	path:rno04144	Endocytosis
Gene_776	Adamtsl3	Gene	rno:308787	NA	NA
Gene_777	Efl1	Gene	rno:308789	path:rno03008	Ribosome biogenesis in eukaryotes
Gene_778	Mex3b	Gene	rno:308790	NA	NA
Gene_779	Stard5	Gene	rno:502348	NA	NA
Gene_780	Il16	Gene	rno:116996	path:rno04060	Cytokine-cytokine receptor interaction
Gene_781	Cfap161	Gene	rno:308794	NA	NA
Gene_782	Tlnrd1	Gene	NA	NA	NA
Gene_783	Mesd	Gene	rno:308796	NA	NA
Gene_784	Cemip	Gene	rno:308797	NA	NA
Gene_785	Abhd17c	Gene	rno:361601	NA	NA
Gene_786	Arnt2	Gene	rno:25243	path:rno05200	Pathways in cancer
Gene_786	Arnt2	Gene	rno:25243	path:rno05202	Transcriptional misregulation in cancer
Gene_786	Arnt2	Gene	rno:25243	path:rno05211	Renal cell carcinoma
Gene_787	Fah	Gene	rno:29383	path:rno00350	Tyrosine metabolism
Gene_787	Fah	Gene	rno:29383	path:rno01100	Metabolic pathways
Gene_788	Zfand6	Gene	rno:293067	NA	NA
Gene_789	F8a1	Gene	rno:501661	NA	NA
Gene_790	Vbp1	Gene	rno:681825	NA	NA
Gene_791	Folh1	Gene	rno:85309	path:rno00250	Alanine, aspartate and glutamate metabolism
Gene_791	Folh1	Gene	rno:85309	path:rno01100	Metabolic pathways
Gene_791	Folh1	Gene	rno:85309	path:rno04977	Vitamin digestion and absorption
Gene_792	Grm5	Gene	rno:24418	path:rno04020	Calcium signaling pathway
Gene_792	Grm5	Gene	rno:24418	path:rno04072	Phospholipase D signaling pathway
Gene_792	Grm5	Gene	rno:24418	path:rno04080	Neuroactive ligand-receptor interaction
Gene_792	Grm5	Gene	rno:24418	path:rno04540	Gap junction
Gene_792	Grm5	Gene	rno:24418	path:rno04720	Long-term potentiation
Gene_792	Grm5	Gene	rno:24418	path:rno04723	Retrograde endocannabinoid signaling
Gene_792	Grm5	Gene	rno:24418	path:rno04724	Glutamatergic synapse
Gene_792	Grm5	Gene	rno:24418	path:rno05010	Alzheimer disease
Gene_792	Grm5	Gene	rno:24418	path:rno05016	Huntington disease
Gene_792	Grm5	Gene	rno:24418	path:rno05022	Pathways of neurodegeneration
Gene_793	Ctsc	Gene	rno:25423	path:rno04142	Lysosome
Gene_793	Ctsc	Gene	rno:25423	path:rno04210	Apoptosis
Gene_794	Tmem135	Gene	rno:293098	NA	NA
Gene_795	Fzd4	Gene	rno:64558	path:rno04150	mTOR signaling pathway
Gene_795	Fzd4	Gene	rno:64558	path:rno04310	Wnt signaling pathway
Gene_795	Fzd4	Gene	rno:64558	path:rno04390	Hippo signaling pathway
Gene_795	Fzd4	Gene	rno:64558	path:rno04550	Signaling pathways regulating pluripotency of stem cells
Gene_795	Fzd4	Gene	rno:64558	path:rno04916	Melanogenesis
Gene_795	Fzd4	Gene	rno:64558	path:rno04934	Cushing syndrome
Gene_795	Fzd4	Gene	rno:64558	path:rno05010	Alzheimer disease
Gene_795	Fzd4	Gene	rno:64558	path:rno05022	Pathways of neurodegeneration
Gene_795	Fzd4	Gene	rno:64558	path:rno05165	Human papillomavirus infection
Gene_795	Fzd4	Gene	rno:64558	path:rno05200	Pathways in cancer
Gene_795	Fzd4	Gene	rno:64558	path:rno05205	Proteoglycans in cancer
Gene_795	Fzd4	Gene	rno:64558	path:rno05217	Basal cell carcinoma
Gene_795	Fzd4	Gene	rno:64558	path:rno05224	Breast cancer
Gene_795	Fzd4	Gene	rno:64558	path:rno05225	Hepatocellular carcinoma
Gene_795	Fzd4	Gene	rno:64558	path:rno05226	Gastric cancer
Gene_796	Prss23	Gene	rno:308807	NA	NA
Gene_797	Me3	Gene	rno:361602	path:rno00620	Pyruvate metabolism
Gene_797	Me3	Gene	rno:361602	path:rno01100	Metabolic pathways
Gene_797	Me3	Gene	rno:361602	path:rno01200	Carbon metabolism
Gene_797	Me3	Gene	rno:361602	path:rno03320	PPAR signaling pathway
Gene_798	Ccdc81	Gene	rno:308810	NA	NA
Gene_799	Hikeshi	Gene	rno:293103	NA	NA
Gene_800	Eed	Gene	rno:293104	NA	NA
Gene_801	LOC102550036	Gene	rno:102550036	NA	NA
Gene_802	Picalm	Gene	rno:89816	NA	NA
Gene_803	Tmem126b	Gene	rno:293114	NA	NA
Gene_804	Tmem126a	Gene	rno:293113	NA	NA
Gene_805	Crebzf	Gene	rno:293112	NA	NA
Gene_806	Dlg2	Gene	rno:85275	NA	NA
Gene_807	Ccdc90b	Gene	rno:308820	NA	NA
Gene_808	Ankrd42	Gene	rno:293117	NA	NA
Gene_809	Pcf11	Gene	rno:361605	path:rno03015	mRNA surveillance pathway
Gene_810	Rab30	Gene	rno:308821	NA	NA
Gene_811	Prcp	Gene	rno:293118	path:rno04614	Renin-angiotensin system
Gene_811	Prcp	Gene	rno:293118	path:rno04974	Protein digestion and absorption
Gene_812	Fam181b	Gene	rno:499205	NA	NA
Gene_813	Tenm4	Gene	rno:308831	NA	NA
Gene_814	Nars2	Gene	rno:293128	path:rno00970	Aminoacyl-tRNA biosynthesis
Gene_815	Gab2	Gene	rno:84477	path:rno04014	Ras signaling pathway
Gene_815	Gab2	Gene	rno:84477	path:rno04071	Sphingolipid signaling pathway
Gene_815	Gab2	Gene	rno:84477	path:rno04072	Phospholipase D signaling pathway
Gene_815	Gab2	Gene	rno:84477	path:rno04380	Osteoclast differentiation
Gene_815	Gab2	Gene	rno:84477	path:rno04664	Fc epsilon RI signaling pathway
Gene_815	Gab2	Gene	rno:84477	path:rno04666	Fc gamma R-mediated phagocytosis
Gene_815	Gab2	Gene	rno:84477	path:rno05220	Chronic myeloid leukemia
Gene_816	Usp35	Gene	rno:308834	NA	NA
Gene_817	Kctd21	Gene	rno:499209	NA	NA
Gene_818	Alg8	Gene	rno:293129	path:rno00510	N-Glycan biosynthesis
Gene_818	Alg8	Gene	rno:293129	path:rno01100	Metabolic pathways
Gene_819	Ndufc2	Gene	rno:293130	path:rno00190	Oxidative phosphorylation
Gene_819	Ndufc2	Gene	rno:293130	path:rno01100	Metabolic pathways
Gene_819	Ndufc2	Gene	rno:293130	path:rno04714	Thermogenesis
Gene_819	Ndufc2	Gene	rno:293130	path:rno04723	Retrograde endocannabinoid signaling
Gene_819	Ndufc2	Gene	rno:293130	path:rno04932	Non-alcoholic fatty liver disease
Gene_819	Ndufc2	Gene	rno:293130	path:rno05010	Alzheimer disease
Gene_819	Ndufc2	Gene	rno:293130	path:rno05012	Parkinson disease
Gene_819	Ndufc2	Gene	rno:293130	path:rno05014	Amyotrophic lateral sclerosis
Gene_819	Ndufc2	Gene	rno:293130	path:rno05016	Huntington disease
Gene_819	Ndufc2	Gene	rno:293130	path:rno05020	Prion disease
Gene_819	Ndufc2	Gene	rno:293130	path:rno05022	Pathways of neurodegeneration
Gene_819	Ndufc2	Gene	rno:293130	path:rno05415	Diabetic cardiomyopathy
Gene_820	Thrsp	Gene	rno:25357	NA	NA
Gene_821	Kctd14	Gene	rno:308836	NA	NA
Gene_822	Ints4	Gene	rno:308837	NA	NA
Gene_823	Aamdc	Gene	rno:361606	NA	NA
Gene_824	Rsf1	Gene	rno:308839	NA	NA
Gene_825	Clns1a	Gene	rno:65160	path:rno03013	RNA transport
Gene_826	Aqp11	Gene	rno:286758	NA	NA
Gene_827	Pak1	Gene	rno:29431	path:rno04010	MAPK signaling pathway
Gene_827	Pak1	Gene	rno:29431	path:rno04012	ErbB signaling pathway
Gene_827	Pak1	Gene	rno:29431	path:rno04014	Ras signaling pathway
Gene_827	Pak1	Gene	rno:29431	path:rno04024	cAMP signaling pathway
Gene_827	Pak1	Gene	rno:29431	path:rno04062	Chemokine signaling pathway
Gene_827	Pak1	Gene	rno:29431	path:rno04360	Axon guidance
Gene_827	Pak1	Gene	rno:29431	path:rno04392	Hippo signaling pathway
Gene_827	Pak1	Gene	rno:29431	path:rno04510	Focal adhesion
Gene_827	Pak1	Gene	rno:29431	path:rno04625	C-type lectin receptor signaling pathway
Gene_827	Pak1	Gene	rno:29431	path:rno04650	Natural killer cell mediated cytotoxicity
Gene_827	Pak1	Gene	rno:29431	path:rno04660	T cell receptor signaling pathway
Gene_827	Pak1	Gene	rno:29431	path:rno04666	Fc gamma R-mediated phagocytosis
Gene_827	Pak1	Gene	rno:29431	path:rno04810	Regulation of actin cytoskeleton
Gene_827	Pak1	Gene	rno:29431	path:rno05132	Salmonella infection
Gene_827	Pak1	Gene	rno:29431	path:rno05170	Human immunodeficiency virus 1 infection
Gene_827	Pak1	Gene	rno:29431	path:rno05205	Proteoglycans in cancer
Gene_827	Pak1	Gene	rno:29431	path:rno05211	Renal cell carcinoma
Gene_828	Gdpd4	Gene	rno:680990	NA	NA
Gene_829	Myo7a	Gene	rno:266714	NA	NA
Gene_830	Capn5	Gene	rno:171495	NA	NA
Gene_831	Acer3	Gene	rno:499210	path:rno00600	Sphingolipid metabolism
Gene_831	Acer3	Gene	rno:499210	path:rno01100	Metabolic pathways
Gene_832	Tsku	Gene	rno:308843	NA	NA
Gene_833	Lrrc32	Gene	rno:293135	NA	NA
Gene_834	Emsy	Gene	rno:361607	NA	NA
Gene_835	Thap12	Gene	rno:308845	NA	NA
Gene_836	Uvrag	Gene	rno:308846	path:rno04140	Autophagy
Gene_837	Dgat2	Gene	rno:252900	path:rno00561	Glycerolipid metabolism
Gene_837	Dgat2	Gene	rno:252900	path:rno01100	Metabolic pathways
Gene_837	Dgat2	Gene	rno:252900	path:rno04975	Fat digestion and absorption
Gene_838	Map6	Gene	rno:29457	NA	NA
Gene_839	Serpinh1	Gene	rno:29345	NA	NA
Gene_840	Gdpd5	Gene	rno:499211	NA	NA
Gene_841	Rps3	Gene	rno:140654	path:rno03010	Ribosome
Gene_841	Rps3	Gene	rno:140654	path:rno05132	Salmonella infection
Gene_841	Rps3	Gene	rno:140654	path:rno05171	Coronavirus disease
Gene_842	Arrb1	Gene	rno:25387	path:rno04010	MAPK signaling pathway
Gene_842	Arrb1	Gene	rno:25387	path:rno04062	Chemokine signaling pathway
Gene_842	Arrb1	Gene	rno:25387	path:rno04144	Endocytosis
Gene_842	Arrb1	Gene	rno:25387	path:rno04340	Hedgehog signaling pathway
Gene_842	Arrb1	Gene	rno:25387	path:rno04728	Dopaminergic synapse
Gene_842	Arrb1	Gene	rno:25387	path:rno04740	Olfactory transduction
Gene_842	Arrb1	Gene	rno:25387	path:rno04926	Relaxin signaling pathway
Gene_842	Arrb1	Gene	rno:25387	path:rno04928	Parathyroid hormone synthesis, secretion and action
Gene_842	Arrb1	Gene	rno:25387	path:rno04929	GnRH secretion
Gene_842	Arrb1	Gene	rno:25387	path:rno05032	Morphine addiction
Gene_843	Slco2b1	Gene	rno:140860	NA	NA
Gene_844	Neu3	Gene	rno:117185	path:rno00511	Other glycan degradation
Gene_844	Neu3	Gene	rno:117185	path:rno00600	Sphingolipid metabolism
Gene_844	Neu3	Gene	rno:117185	path:rno01100	Metabolic pathways
Gene_845	Spcs2	Gene	rno:293142	path:rno03060	Protein export
Gene_846	Rnf169	Gene	rno:685009	NA	NA
Gene_847	Pold3	Gene	rno:293144	path:rno03030	DNA replication
Gene_847	Pold3	Gene	rno:293144	path:rno03410	Base excision repair
Gene_847	Pold3	Gene	rno:293144	path:rno03420	Nucleotide excision repair
Gene_847	Pold3	Gene	rno:293144	path:rno03430	Mismatch repair
Gene_847	Pold3	Gene	rno:293144	path:rno03440	Homologous recombination
Gene_848	Lipt2	Gene	rno:365314	path:rno00785	Lipoic acid metabolism
Gene_848	Lipt2	Gene	rno:365314	path:rno01100	Metabolic pathways
Gene_848	Lipt2	Gene	rno:365314	path:rno01240	Biosynthesis of cofactors
Gene_849	Pgm2l1	Gene	rno:685076	path:rno00500	Starch and sucrose metabolism
Gene_849	Pgm2l1	Gene	rno:685076	path:rno01100	Metabolic pathways
Gene_850	AABR07004881.1	Gene	NA	NA	NA
Gene_851	P4ha3	Gene	rno:361612	path:rno00330	Arginine and proline metabolism
Gene_851	P4ha3	Gene	rno:361612	path:rno01100	Metabolic pathways
Gene_852	Ppme1	Gene	rno:361613	NA	NA
Gene_853	C2cd3	Gene	rno:293148	NA	NA
Gene_854	Ucp2	Gene	rno:54315	NA	NA
Gene_855	Coa4	Gene	rno:499214	path:rno04714	Thermogenesis
Gene_856	Mrpl48	Gene	rno:293149	NA	NA
Gene_857	Rab6a	Gene	rno:84379	NA	NA
Gene_858	Plekhb1	Gene	rno:64471	NA	NA
Gene_859	Fam168a	Gene	rno:361614	NA	NA
Gene_860	Relt	Gene	rno:361615	path:rno04060	Cytokine-cytokine receptor interaction
Gene_861	Arhgef17	Gene	NA	NA	NA
Gene_862	Fchsd2	Gene	rno:308864	NA	NA
Gene_863	Atg16l2	Gene	rno:308865	path:rno04140	Autophagy
Gene_864	Stard10	Gene	rno:293150	NA	NA
Gene_865	Arap1	Gene	rno:361617	path:rno04144	Endocytosis
Gene_866	Pde2a	Gene	rno:81743	path:rno00230	Purine metabolism
Gene_866	Pde2a	Gene	rno:81743	path:rno01100	Metabolic pathways
